Filename,Touches
backend/pop3/src/main/java/com/fsck/k9/backend/pop3/CommandSetFlag.java,6
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/CommandMoveOrCopyMessages.java,6
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/CommandSetFlag.java,6
app/ui/src/main/java/com/fsck/k9/activity/K9Activity.java,18
app/ui/src/main/java/com/fsck/k9/activity/K9ActivityCommon.kt,15
app/ui/src/main/java/com/fsck/k9/activity/misc/SwipeGestureDetector.java,6
app/ui/src/main/java/com/fsck/k9/ui/K9Drawer.kt,35
app/ui/src/main/java/com/fsck/k9/ui/choosefolder/ChooseFolderActivity.kt,15
app/ui/src/main/java/com/fsck/k9/ui/folders/FolderNameFormatterFactory.kt,2
app/ui/src/main/java/com/fsck/k9/ui/folders/KoinModule.kt,4
app/ui/src/main/java/com/fsck/k9/ui/settings/account/FolderListPreference.kt,14
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandDeleteAll.kt,6
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandExpunge.java,5
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandFetchMessage.kt,9
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandFindByMessageId.kt,6
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandMarkAllAsRead.java,4
backend/imap/src/main/java/com/fsck/k9/backend/imap/CommandUploadMessage.kt,6
backend/imap/src/test/java/com/fsck/k9/backend/imap/ImapSyncTest.java,9
backend/pop3/src/main/java/com/fsck/k9/backend/pop3/CommandDeleteAll.kt,6
backend/pop3/src/main/java/com/fsck/k9/backend/pop3/CommandFetchMessage.kt,8
backend/pop3/src/main/java/com/fsck/k9/backend/pop3/Pop3Backend.kt,37
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/CommandDeleteAll.kt,6
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/CommandMarkAllAsRead.java,4
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/CommandUploadMessage.kt,6
backend/webdav/src/main/java/com/fsck/k9/backend/webdav/WebDavBackend.kt,37
mail/common/src/main/java/com/fsck/k9/mail/Folder.java,19
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/ImapFolder.java,21
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/SelectOrExamineResponse.java,4
mail/protocols/imap/src/test/java/com/fsck/k9/mail/store/imap/ImapFolderTest.java,16
mail/protocols/imap/src/test/java/com/fsck/k9/mail/store/imap/ImapStoreTest.java,20
mail/protocols/imap/src/test/java/com/fsck/k9/mail/store/imap/SelectOrExamineResponseTest.java,4
mail/protocols/pop3/src/main/java/com/fsck/k9/mail/store/pop3/Pop3Folder.java,18
mail/protocols/pop3/src/main/java/com/fsck/k9/mail/store/pop3/Pop3Store.java,17
mail/protocols/pop3/src/test/java/com/fsck/k9/mail/store/pop3/Pop3FolderTest.java,6
mail/protocols/pop3/src/test/java/com/fsck/k9/mail/store/pop3/Pop3StoreTest.java,13
mail/protocols/webdav/src/main/java/com/fsck/k9/mail/store/webdav/WebDavFolder.java,17
mail/protocols/webdav/src/main/java/com/fsck/k9/mail/store/webdav/WebDavStore.java,19
mail/protocols/webdav/src/test/java/com/fsck/k9/mail/store/webdav/WebDavFolderTest.java,4
mail/protocols/webdav/src/test/java/com/fsck/k9/mail/store/webdav/WebDavStoreTest.java,15
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListItem.kt,6
app/ui/src/test/java/com/fsck/k9/fragment/MessageListAdapterTest.kt,22
mail/common/src/main/java/com/fsck/k9/mail/NetworkTimeouts.kt,2
mail/common/src/main/java/com/fsck/k9/mail/store/RemoteStore.java,9
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/ImapConnection.java,12
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/ImapFolderPusher.java,16
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/ImapStore.java,28
mail/protocols/pop3/src/main/java/com/fsck/k9/mail/store/pop3/Pop3Connection.java,4
app/core/src/main/java/com/fsck/k9/controller/MessagingControllerCommands.java,10
app/core/src/main/java/com/fsck/k9/controller/Preconditions.kt,2
app/storage/src/main/java/com/fsck/k9/storage/migrations/MigrationTo60.java,6
app/core/src/main/java/com/fsck/k9/helper/Contacts.java,13
app/core/src/main/java/com/fsck/k9/controller/UnreadMessageCountProvider.kt,7
app/core/src/main/java/com/fsck/k9/search/LocalSearch.java,8
app/core/src/main/java/com/fsck/k9/search/LocalSearchExtensions.kt,4
app/core/src/main/java/com/fsck/k9/search/SearchSpecification.java,6
app/core/src/test/java/com/fsck/k9/controller/MessagingControllerTest.java,37
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListLiveDataFactory.kt,4
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListExtractor.kt,6
app/core/src/main/java/com/fsck/k9/controller/MessagingControllerPushReceiver.java,12
app/core/src/main/java/com/fsck/k9/service/CoreService.java,8
app/k9mail/src/main/java/com/fsck/k9/external/MessageProvider.java,16
app/k9mail/src/main/java/com/fsck/k9/widget/list/MessageListWidgetUpdateListener.kt,7
app/k9mail/src/main/java/com/fsck/k9/widget/unread/UnreadWidgetUpdateListener.kt,7
app/ui/src/main/java/com/fsck/k9/ui/folders/FoldersLiveData.kt,10
app/ui/src/main/java/com/fsck/k9/activity/setup/AccountSetupCheckSettings.java,23
app/ui/src/main/java/com/fsck/k9/ui/settings/import/AccountActivator.kt,6
app/ui/src/main/java/com/fsck/k9/activity/ActivityListener.java,9
app/ui/src/test/java/com/fsck/k9/activity/ActivityListenerTest.java,7
app/autodiscovery/src/test/java/com/fsck/k9/autodiscovery/providersxml/ProvidersXmlDiscoveryTest.kt,6
app/core/src/test/java/com/fsck/k9/QuietTimeCheckerTest.kt,6
app/core/src/test/java/com/fsck/k9/TestApp.kt,15
app/core/src/test/java/com/fsck/k9/message/html/EmailSectionTest.kt,4
app/core/src/test/java/com/fsck/k9/message/quote/TextQuoteCreatorTest.kt,11
app/k9mail/src/test/java/com/fsck/k9/widget/unread/UnreadWidgetDataProviderTest.kt,18
app/storage/src/test/java/com/fsck/k9/preferences/StorageEditorTest.kt,7
app/storage/src/test/java/com/fsck/k9/preferences/StoragePersisterTest.kt,6
app/storage/src/test/java/com/fsck/k9/storage/TestApp.kt,9
app/storage/src/test/java/com/fsck/k9/storage/migrations/MigrationTo51Test.kt,6
app/ui/src/test/java/com/fsck/k9/message/PgpMessageBuilderTest.kt,12
app/core/src/main/java/com/fsck/k9/KoinModule.kt,27
app/k9mail-jmap/src/main/java/com/fsck/k9/App.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/Dependencies.kt,3
app/k9mail-jmap/src/main/java/com/fsck/k9/MessagingListenerProvider.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/backends/ImapBackendFactory.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/backends/JmapAccountCreator.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/backends/Pop3BackendFactory.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/backends/WebDavBackendFactory.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/notification/K9NotificationActionCreator.java,2
app/k9mail-jmap/src/main/java/com/fsck/k9/notification/K9NotificationResourceProvider.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/notification/K9NotificationStrategy.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/notification/KoinModule.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/resources/K9AutocryptStringProvider.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/resources/K9CoreResourceProvider.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/resources/KoinModule.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/ui/DataBindingAdapters.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/ui/addaccount/AddAccountFragment.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/ui/addaccount/AddAccountViewModel.kt,2
app/k9mail-jmap/src/main/java/com/fsck/k9/ui/addaccount/KoinModule.kt,2
backend/jmap/src/main/java/com/fsck/k9/backend/jmap/JmapAccountDiscovery.kt,2
backend/jmap/src/main/java/com/fsck/k9/backend/jmap/JmapConfig.kt,2
mail/common/src/main/java/com/fsck/k9/mail/MessagingException.java,6
app/core/src/main/java/com/fsck/k9/provider/EmailProvider.java,8
app/ui/src/main/java/com/fsck/k9/UiKoinModules.kt,20
app/ui/src/main/java/com/fsck/k9/fragment/MLFProjectionInfo.java,6
app/ui/src/main/java/com/fsck/k9/ui/folders/FoldersViewModel.kt,2
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListConfig.kt,2
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListFragmentDiContainer.kt,2
app/ui/src/main/java/com/fsck/k9/fragment/MessageListAdapter.kt,46
app/ui/src/main/java/com/fsck/k9/ui/messagelist/MessageListViewModelFactory.kt,12
app/ui/src/main/java/com/fsck/k9/ui/helper/CoroutineScopeViewModel.kt,4
app/ui/src/main/java/com/fsck/k9/ui/settings/export/SettingsExportViewModel.kt,6
app/ui/src/main/java/com/fsck/k9/ui/settings/import/SettingsImportViewModel.kt,8
app/core/src/main/java/com/fsck/k9/helper/KoinModule.kt,7
app/core/src/main/java/com/fsck/k9/K9.kt,60
app/core/src/main/java/com/fsck/k9/preferences/GlobalSettings.java,25
app/core/src/main/java/com/fsck/k9/preferences/Settings.java,30
app/core/src/main/java/com/fsck/k9/mailstore/AutoExpandFolderBackendStorageListener.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/BackendStorageListener.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/FolderRepository.kt,20
app/core/src/main/java/com/fsck/k9/mailstore/FolderTypeConverter.kt,6
app/core/src/main/java/com/fsck/k9/mailstore/K9BackendStorage.kt,25
app/core/src/main/java/com/fsck/k9/mailstore/LocalFolder.java,41
app/core/src/main/java/com/fsck/k9/mailstore/LocalMessage.java,18
app/core/src/main/java/com/fsck/k9/mailstore/LocalStore.java,36
